URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";30000000;2019;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;45000000;2019;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;5000000;2019;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;10000000;2019;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";7200000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";1800000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);53340000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
"Pemeliharaan Prasarana Jalan Desa (Gorong-gorong/Selokan/Parit/Drainase
dll)";116688000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";401084000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Penanggulangan Bencana/pencegahan covid 19;117524000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
Keadaan Mendesak/ BLT DD;996300000;2020;KENDALREJO;PETARUKAN;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
NA;NA;2016;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan Dan Pemeliharaan  Jalan Desa;796385000;2017;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan Dan Pemeliharaan Jembatan Desa;107502000;2017;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan Dan Pengembangan Sarana Prasarana Komunikasi Dan Informatika;34726000;2017;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Failitasi dan pemugaran rumah tidak layak;14000000;2017;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Sanitasi Lingkungan;60000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penguatan Permodalan  Bum Desa;125000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan Pengembangan Sarana Prasarana Komunikasi dan Informatika;50000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Fasilitasi Terhadap Kelompok Kelompok Rentan, Kelompok Miskin, Perempuan, Masyarakat Adat dan Difabel;10000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan Sehat;20424000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan pengelolaan Air Bersih Berskala Desa;40000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan  Jalan Desa;909843000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan pemelihaaran Saluran Pembuangan air limbah;103272000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan dan pemeliharaan Drainase /Gorong/plat deker;19648000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pengeloaan dan pembinaan Anak Sekolah melalui PMTAS;25000000;2018;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pengelolaan dan Pembinaan Anak Sekolah Melalui Pemberian Makanan
Tambahan Anak Sekolah (PMTAS)";7371000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);43200000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";10000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Fasilitasi Pelayanan Bagi Masyarakat / Anak Berkebutuhan Khusus;10657000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);1058943000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";5000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";51488000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";80000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;150000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Jaringan Listrik/ Penerangan
Desa";98756000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pelatihan/Penyuluhan/Sosialisasi kepada Masy. di Bid. Hukum &
Pelindungan Masy.";5000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana dan Prasarana Kepemudaan dan Olahraga Milik
Desa";5000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pemeliharaan Pelabuhan Perikanan Sungai/Kecil Milik Desa;130344000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;53081000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;12000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pengembangan/ Promosi Produk Unggulan Desa;20000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh
Pemdes)";20000000;2019;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pengadaan Tanda/Penomoran Rumah Penduduk;9696000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);82710000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";25200000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Fasilitasi Pelayanan Kesehatan Bagi Masyarakat Miskin;7953150;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";169792950;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Kegiatan Penanggulangan Bencana;89361400;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penanggulangan Keadaan Mendesak;1346400000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyediaan Operasional Pemerintah Desa (ATK, Honor PKPKD dan PPKD
dll)";6000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyusunan, Pendataan, dan Pemutakhiran Profil Desa (Dipilih);2000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;12210500;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";12800000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana Perpustakaan/Taman Bacaan/Sanggar
Belajar Milik Desa";3000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan
Sarana/Prasarana/Alat Peraga";26150000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pengelolaan Perpustakaan Milik Desa (Pengadaan Buku, Honor, Taman
Baca)";2200000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Pengelolaan dan Pembinaan Anak Sekolah Melalui Pemberian Makanan
Tambahan Anak Sekolah (PMTAS)";9000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";2400000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";16210000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Desa Siaga Kesehatan;21000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);4000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;5000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pembinaan PKK;9000000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;61530000;2020;NYAMPLUNGSARI;PETARUKAN;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
NA;NA;2016;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TURAP/BRONJONG;100000000;2017;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN PENGASPALAN JALAN DESA;300000000;2017;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TALUD DESA;150000000;2017;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN DRAINASE,GORONG-GORONG/PLAT DEKER;308666000;2017;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA/SID (Pengadaan alat Pendukung keguatan E-Voting Pilkades );50000000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PENYELENGGARAAN PROMOSI KESEHATAN DAN GERAKAN HIDUP DAN SEHAT (PELATIHAN KESEHATAN MMD,MSD,PEMICIUAN CLTS);10000000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;303803000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN DRAINASE,GORONG-GORONG/PLAT DEKER;401735000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TALUD DESA;199483000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TURAP/BRONJONG;99979000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
FASILITASI DAN STIMULASI PEMUGARAN RUMAH TIDAK LAYAK HUNI;30000000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PENYERTAAN MODAL BUMDES DAN BUMADES;100000000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN SANITASI LINGKUNGAN;15000000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
PENGELOLAAN DAN PEMBINAAN POSYANDU MELALUI PEMBERIAN MAKANAN TAMBAHAN;7480000;2018;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";3000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan Sehat;3000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";58156000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
**)";93004000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";743712000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Monumen/Gapura/Batas Desa **);45849400;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";214237000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";35000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sambungan Air Bersih ke Rumah
Tangga **)";98072000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitas/Peningkatan Fasilitas Jamban Umum/MCK
umum, dll **)";20000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana Pariwisata
Milik **)";103257600;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pengadaan/Penyelenggaran Pos Keamanan Desa;5000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Dukungan Pembinaan Keamanan, Ketertiban, dan Ketentraman Wilayah dan
Masyarakat Desa (Seragam dan Op";25000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;6000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;6000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh Pemdes);7000000;2019;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;5250000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana/Alat
Peraga";155731400;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";278526200;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Monumen/Gapura/Batas Desa
(Dipilih)";65063000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana & Prasarana
Transportasi Desa";198395500;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Karamba/Kolam Perikanan Darat
Milik Desa";109850000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa (PKD)/Polindes Milik Desa (Obat-obatan; Tambahan Insentif Bidan Desa/Perawat Desa; Penyediaan Pelayanan KB dan Alat Kontrasepsi bagi Keluarga Miskin, dst)";1200000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";103868200;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pengadaan/Penyelenggaraan Pos Keamanan Desa (pembangunan pos, pengawasan pelaksanaan jadwal ronda/patroli dll) **;30149500;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pemeliharan Saluran Irigasi Tersier/Sederhana;8000000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Penanggulangan Bencana;123487200;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Keadaan Mendesak/ BLT DD;277200000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong-gorong, Selokan, Box/Slab Culvert, Drainase, Prasarana Jalan lain) **;55812000;2020;SOKAWATI;AMPELGADING;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
NA;NA;2016;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN DRAINASE/ GORONG-GORONG/ PLAT DEKER;207004000;2017;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;504015000;2017;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Sarpras Komunikasi dan Informatika;26576000;2017;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA;50000000;2018;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;777487000;2018;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TALUD DESA;278186000;2018;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
PENGUATAN PERMODALAN BUMDESA;30000000;2018;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
BUMDESA BERSAMA;50000000;2018;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana PAUD/TK/TPA/TKA/TPQ/Madrasah
Nonformal Milik Desa";15000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Dukungan Pendidikan bagi Siswa Miskin/Berprestasi;18000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);865600000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
**)";44100000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";206600000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Dukungan Pembinaan Keamanan, Ketertiban, dan Ketentraman Wilayah
dan Masyarakat Desa (Seragam dan Op";54748400;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pembinaan Group Kesenian dan Kebudayaan Tingkat Desa;30000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Penyelenggaran Festival Kesenian, Adat/Kebudayaan, dan Kegamaan
(HUT RI, Raya Keagamaan dll)";30000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pemeliharaan Sarana Prasarana Kebudayaan, Rumah Adat dan Kegamaan
Milik Desa";25000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana
Kepemudaan & Olahraga Milik Desa";82693600;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;10000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;8000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;9000000;2019;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;14070000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Dukungan Pendidikan bagi Siswa Miskin/Berprestasi;21600000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);53998000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
(Dipilih)";50694500;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sumber Air Bersih Milik Desa
(Dipilih)";50000000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;6000000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pembelian Mobil Ambulance Desa;198395500;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
Pencegahan dan Penangan Covid-19;103218000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
BLT DD tahap III;294300000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
BLT DD tahap I;588600000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
BLT DD tahap II;294300000;2020;TEGALSARI TIMUR;AMPELGADING;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
NA;NA;2016;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Jalan Desa;469783000;2017;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Drainase/Gorong-Gorong;159952000;2017;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan Gedung POLINDES;148265000;2017;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan Jaringan Internet;25981000;2017;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA;50000000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN GEDUNG PAUD;165510000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;397335000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
PEMBANGUNAN SALURAN DRAINASE;94754000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
NORMALISASI SALURAN AIR;24838000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
BUMDES BERSAMA;50000000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
PENINGKATAN MMD DAN PELATIHAN KESEHATAN;10000000;2018;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";348575400;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pemeliharaan Sarana Prasarana Olah Raga/ Gedung Serba Guna;439966200;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
"Dukungan Pembinaan Keamanan, Ketertiban, dan Ketentraman Wilayah dan
Masyarakat Desa (Seragam dan Op";28000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
"Pelatihan/Bimtek/Pengenalan Tekonologi Tepat Guna untuk
Pertanian/Peternakan";30000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Balai Pertemuan Kelompok Tani;54565300;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kepala Desa;5000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;5000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Pemberdayaan Perempuan;19570100;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Perlindungan Anak;5000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh Pemdes);5000000;2019;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;15184000;2020;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";154000000;2020;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";166742100;2020;KEMUNING;AMPELGADING;PEMALANG;JAWA TENGAH
